Filename,Pd_atom label,Methyl_atom_1 label,Methyl_atom_2 label,Hydrogens_methyl_1_label,Hydrogens_methyl_2_label,Ligand_atom_1 label,Ligand_atom_2 label,Atoms_distance_2 label,Atoms_distance_3 label,Atoms_distance_4 label,Atoms_distance_2_a label,Atoms_distance_3_a label,Atoms_distance_4_a label,Atoms_distance_2_b label,Atoms_distance_3_b label,Atoms_distance_4_b label,Atom label shortest paths
ligand-162-n-o-17,42,47,43,"[50, 48, 49]","[46, 45, 44]",1,12,"[2, 13, 6]","[3, 4, 9, 14, 15]","[64, 32, 5, 10, 16, 17, 22]","[2, 13]","[3, 4, 14, 15]","[32, 5, 6, 16, 17, 22]",[6],"[9, 4]","[64, 2, 5, 10]","[42, 1, 2, 4, 6, 12]"
ligand-163-n-n-14,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 68, 37, 9, 10, 46, 79, 17, 18, 57, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 68, 79, 17, 18, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 57, 30, 31]","[1, 5, 3, 2, 4]"
ligand-164-n-n-15,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 66, 37, 9, 10, 76, 46, 17, 18, 56, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 66, 76, 17, 18, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 56, 30, 31]","[1, 5, 3, 2, 4]"
ligand-165-n-n-16,1,26,22,"[28, 27, 29]","[24, 23, 25]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 70, 9, 10, 46, 17, 18, 54, 62, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 54, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 70, 17, 18, 62, 31]","[1, 4, 2, 3, 5]"
ligand-166-n-n-17,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 70, 9, 10, 46, 17, 18, 54, 62, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 70, 17, 18, 62, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 54, 30, 31]","[1, 5, 3, 2, 4]"
ligand-167-n-n-18,1,22,26,"[23, 24, 25]","[27, 28, 29]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[64, 32, 37, 9, 10, 46, 17, 18, 52, 58, 31]","[3, 14]","[2, 15, 16, 30]","[64, 33, 32, 17, 18, 58, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 52, 30, 31]","[1, 5, 3, 2, 4]"
ligand-168-n-n-19,1,22,26,"[23, 24, 25]","[27, 28, 29]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[64, 32, 37, 9, 10, 46, 17, 18, 52, 58, 31]","[3, 14]","[2, 15, 16, 30]","[64, 33, 32, 17, 18, 58, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 52, 30, 31]","[1, 5, 3, 2, 4]"
ligand-169-n-o-20,13,18,14,"[20, 21, 19]","[16, 17, 15]",3,1,"[2, 4, 22]","[5, 6, 51, 23, 24]","[35, 7, 8, 45, 52, 53, 54, 25]",[2],"[51, 23]","[45, 52, 53, 54, 22]","[4, 22]","[5, 6, 23, 24]","[2, 35, 7, 8, 45, 25]","[13, 3, 2, 23, 22, 1]"
ligand-170-n-o-21,13,18,14,"[21, 20, 19]","[17, 16, 15]",3,1,"[2, 4, 22]","[5, 6, 50, 54, 23]","[34, 7, 8, 44, 51, 52, 53, 55, 24, 57, 56]",[2],"[50, 23]","[44, 51, 52, 53, 22]","[4, 22]","[5, 6, 54, 23]","[34, 2, 7, 8, 44, 55, 24, 57, 56]","[13, 3, 2, 23, 22, 1]"
ligand-171-n-o-22,13,18,14,"[21, 20, 19]","[16, 17, 15]",3,1,"[2, 4, 22]","[5, 6, 44, 48, 23]","[34, 7, 8, 45, 46, 47, 49, 50, 51, 52, 24]",[2],"[44, 23]","[45, 46, 47, 52, 22]","[4, 22]","[5, 6, 48, 23]","[34, 2, 7, 8, 49, 50, 51, 52, 24]","[13, 3, 2, 23, 22, 1]"
ligand-172-n-o-23,13,18,14,"[21, 20, 19]","[17, 16, 15]",1,3,"[2, 4, 22]","[5, 6, 23, 24, 28]","[32, 36, 7, 8, 40, 25, 26, 27, 29, 30, 31]","[4, 22]","[5, 6, 23, 28]","[32, 2, 36, 7, 8, 40, 29, 30, 31]",[2],"[24, 23]","[40, 22, 25, 26, 27]","[13, 1, 22, 23, 2, 3]"
ligand-173-n-o-24,13,18,14,"[20, 21, 19]","[16, 17, 15]",3,1,"[2, 4, 22]","[5, 6, 23, 29, 30]","[32, 7, 8, 24, 26, 28, 31]",[2],"[30, 23]","[32, 22, 28, 31]","[4, 22]","[5, 6, 23, 29]","[2, 7, 8, 24, 26, 28]","[13, 3, 2, 23, 22, 1]"
ligand-174-n-o-25,13,18,14,"[21, 20, 19]","[17, 16, 15]",1,3,"[2, 4, 22]","[5, 6, 23, 29, 30]","[32, 7, 8, 24, 26, 28, 31]","[4, 22]","[5, 6, 23, 29]","[2, 7, 8, 24, 26, 28]",[2],"[30, 23]","[32, 22, 28, 31]","[13, 1, 22, 23, 2, 3]"
ligand-175-n-o-26,13,18,14,"[21, 20, 19]","[17, 16, 15]",1,3,"[2, 4, 22]","[5, 6, 23, 29, 30]","[32, 7, 8, 24, 26, 28, 31]","[4, 22]","[5, 6, 23, 29]","[2, 7, 8, 24, 26, 28]",[2],"[30, 23]","[32, 22, 28, 31]","[13, 1, 22, 23, 2, 3]"
ligand-176-n-o-27,13,18,14,"[21, 19, 20]","[17, 15, 16]",3,1,"[2, 4, 22]","[5, 6, 50, 23, 29]","[7, 8, 51, 52, 53, 24, 26, 28, 30, 31]",[2],"[29, 23]","[22, 28, 30, 31]","[4, 22]","[5, 6, 50, 23]","[2, 7, 8, 51, 52, 53, 24, 26, 28]","[13, 3, 2, 23, 22, 1]"
ligand-177-n-o-28,13,18,14,"[21, 20, 19]","[17, 15, 16]",3,1,"[2, 4, 22]","[5, 6, 50, 23, 29]","[67, 68, 69, 7, 8, 24, 26, 28, 30, 31]",[2],"[29, 23]","[22, 28, 30, 31]","[4, 22]","[5, 6, 50, 23]","[2, 67, 68, 69, 7, 8, 24, 26, 28]","[13, 3, 2, 23, 22, 1]"
ligand-178-n-o-29,13,18,14,"[21, 19, 20]","[17, 15, 16]",3,1,"[2, 4, 22]","[5, 6, 23, 56, 28]","[7, 8, 54, 24, 26, 29, 30]",[2],"[28, 23]","[54, 22, 29, 30]","[4, 22]","[5, 6, 23, 56]","[2, 7, 8, 54, 24, 26]","[13, 3, 2, 23, 22, 1]"
ligand-179-n-o-30,13,18,14,"[21, 20, 19]","[17, 16, 15]",3,1,"[2, 4, 22]","[5, 6, 60, 23, 28]","[7, 8, 24, 57, 26, 29, 30]",[2],"[28, 23]","[22, 57, 29, 30]","[4, 22]","[5, 6, 23, 60]","[2, 7, 8, 24, 57, 26]","[13, 3, 2, 23, 22, 1]"
ligand-180-n-o-31,13,18,14,"[21, 20, 19]","[17, 16, 15]",3,1,"[2, 4, 22]","[5, 6, 23, 59, 28]","[7, 8, 24, 26, 60, 29, 30]",[2],"[28, 23]","[22, 60, 29, 30]","[4, 22]","[5, 6, 23, 59]","[2, 7, 8, 24, 26, 60]","[13, 3, 2, 23, 22, 1]"
ligand-181-n-o-32,42,47,43,"[49, 50, 48]","[46, 45, 44]",1,12,"[62, 2, 13, 6]","[3, 4, 9, 14, 15, 53, 61]","[32, 5, 10, 16, 17, 51, 22, 56]","[2, 13]","[3, 4, 14, 15]","[32, 5, 6, 16, 17, 22]","[6, 62]","[4, 9, 53, 61]","[2, 5, 10, 51, 56]","[42, 1, 2, 4, 6, 12]"
ligand-182-n-o-33,42,47,43,"[50, 49, 48]","[45, 46, 44]",1,12,"[2, 13, 6]","[3, 4, 9, 14, 15]","[32, 5, 10, 16, 17, 51, 22]","[2, 13]","[3, 4, 14, 15]","[32, 5, 6, 16, 17, 22]",[6],"[9, 4]","[2, 5, 10, 51]","[42, 1, 2, 4, 6, 12]"
ligand-183-n-o-34,12,17,13,"[19, 20, 18]","[15, 16, 14]",1,2,"[73, 3, 21]","[4, 5, 74, 43, 85, 26]","[6, 7, 75, 76, 44, 22, 86, 24, 87]","[3, 21]","[4, 5, 43, 26]","[6, 7, 73, 44, 22, 24]",[73],"[43, 85, 74]","[75, 44, 76, 21, 86, 87]","[12, 1, 21, 43, 73, 2]"
ligand-184-n-o-35,12,17,13,"[20, 19, 18]","[16, 15, 14]",1,2,"[33, 3, 21]","[34, 4, 5, 45, 22, 23]","[35, 36, 6, 7, 46, 47, 56, 57, 24]","[3, 21]","[4, 5, 22, 23]","[33, 6, 7, 56, 57, 24]",[33],"[34, 45, 23]","[35, 36, 46, 47, 21, 24]","[12, 1, 21, 23, 33, 2]"
ligand-186-p-o-53,16,17,21,"[18, 20, 19]","[23, 22, 24]",1,5,"[25, 2, 35, 4]","[3, 36, 37, 6, 7, 11, 26, 27]","[38, 39, 8, 40, 10, 45, 46, 15, 28, 29, 30]","[2, 25, 35]","[3, 36, 37, 11, 26, 27]","[4, 38, 39, 8, 40, 10, 45, 46, 15, 28, 29, 30]",[4],"[3, 6, 7]","[8, 2]","[16, 1, 2, 3, 4, 5]"
ligand-187-p-o-54,16,21,17,"[22, 23, 24]","[18, 19, 20]",1,5,"[25, 2, 4, 42]","[3, 6, 7, 11, 43, 44, 45, 26, 27, 28]","[8, 10, 15, 29, 30, 31, 32, 33, 34, 46, 47, 48, 49, 50, 51]","[2, 25, 42]","[3, 11, 43, 44, 45, 26, 27, 28]","[4, 8, 10, 15, 29, 30, 31, 32, 33, 34, 46, 47, 48, 49, 50, 51]",[4],"[3, 6, 7]","[8, 2]","[16, 1, 2, 3, 4, 5]"
ligand-188-p-o-55,29,33,37,"[35, 34, 36]","[40, 38, 39]",1,31,"[2, 3, 4, 5]","[6, 9, 12, 16, 21, 25]","[7, 8, 41, 42, 11, 13, 15, 17, 51, 22, 24, 30]","[2, 4, 5]","[3, 9, 12, 16, 21, 25]","[6, 8, 41, 42, 11, 13, 15, 17, 22, 24, 30]",[3],"[2, 6]","[7, 9, 51]","[29, 1, 2, 3, 31]"
ligand-189-p-o-56,28,31,35,"[33, 34, 32]","[38, 36, 37]",1,29,"[2, 3, 4, 5]","[6, 9, 12, 16, 20, 24]","[65, 7, 8, 40, 39, 11, 13, 15, 49, 21, 23, 60]","[2, 4, 5]","[3, 9, 12, 16, 20, 24]","[65, 6, 39, 8, 40, 11, 13, 15, 21, 23, 60]",[3],"[2, 6]","[7, 9, 49]","[28, 1, 2, 3, 29]"
ligand-190-p-o-57,28,31,35,"[33, 34, 32]","[38, 36, 37]",1,29,"[2, 3, 4, 5]","[6, 9, 12, 16, 20, 24]","[7, 8, 40, 39, 11, 45, 13, 15, 21, 23, 56, 61]","[2, 4, 5]","[3, 9, 12, 16, 20, 24]","[6, 39, 8, 40, 11, 13, 15, 61, 21, 23, 56]",[3],"[2, 6]","[7, 9, 45]","[28, 1, 2, 3, 29]"
ligand-191-p-o-58,28,35,31,"[38, 36, 37]","[33, 34, 32]",1,29,"[2, 3, 4, 5]","[6, 9, 12, 16, 20, 24]","[7, 8, 41, 40, 11, 39, 13, 15, 52, 21, 23, 57]","[2, 4, 5]","[3, 9, 12, 16, 20, 24]","[6, 39, 8, 40, 11, 13, 15, 52, 21, 23, 57]",[3],"[2, 6]","[7, 41, 9]","[28, 1, 2, 3, 29]"
ligand-192-p-o-59,28,31,35,"[32, 33, 34]","[38, 36, 37]",1,29,"[2, 3, 4, 5]","[6, 9, 12, 16, 20, 24]","[7, 8, 41, 40, 11, 39, 13, 15, 52, 53, 21, 23]","[2, 4, 5]","[3, 9, 12, 16, 20, 24]","[6, 39, 8, 40, 11, 13, 15, 52, 53, 21, 23]",[3],"[2, 6]","[7, 41, 9]","[28, 1, 2, 3, 29]"
ligand-193-p-o-60,28,31,35,"[33, 34, 32]","[38, 36, 37]",1,29,"[2, 3, 4, 5]","[6, 9, 12, 16, 20, 24]","[7, 8, 41, 40, 11, 39, 13, 15, 52, 53, 21, 23]","[2, 4, 5]","[3, 9, 12, 16, 20, 24]","[6, 39, 8, 40, 11, 13, 15, 52, 53, 21, 23]",[3],"[2, 6]","[7, 41, 9]","[28, 1, 2, 3, 29]"
ligand-194-p-o-61,28,31,35,"[33, 32, 34]","[38, 36, 37]",1,29,"[2, 3, 4, 5]","[6, 9, 12, 16, 20, 24]","[7, 8, 40, 39, 11, 13, 15, 49, 21, 54, 23, 59]","[2, 4, 5]","[3, 9, 12, 16, 20, 24]","[6, 39, 8, 40, 11, 13, 15, 49, 21, 54, 23]",[3],"[2, 6]","[7, 9, 59]","[28, 1, 2, 3, 29]"
ligand-195-p-o-62,28,31,35,"[33, 34, 32]","[38, 36, 37]",1,29,"[2, 3, 4, 5]","[6, 9, 12, 16, 20, 24]","[7, 8, 40, 39, 11, 13, 15, 49, 21, 54, 23, 59]","[2, 4, 5]","[3, 9, 12, 16, 20, 24]","[6, 39, 8, 40, 11, 13, 15, 49, 21, 54, 23]",[3],"[2, 6]","[7, 9, 59]","[28, 1, 2, 3, 29]"
ligand-196-n-o-37,16,17,21,"[20, 19, 18]","[23, 22, 35]",1,7,"[8, 2, 4]","[3, 9, 10, 25]","[36, 5, 6, 11, 12, 26, 27, 60]","[2, 8]","[3, 4, 9, 10]","[36, 5, 6, 11, 12, 25, 60]",[4],"[25, 2]","[3, 26, 27]","[16, 1, 2, 4, 7]"
ligand-197-n-o-38,16,17,21,"[20, 19, 18]","[23, 22, 35]",1,7,"[8, 2, 4]","[3, 9, 10, 25]","[5, 6, 37, 38, 11, 12, 26, 27]","[2, 8]","[3, 4, 9, 10]","[5, 6, 37, 38, 11, 12, 25]",[4],"[25, 2]","[3, 26, 27]","[16, 1, 2, 4, 7]"
ligand-198-n-o-39,16,17,21,"[20, 19, 18]","[23, 22, 35]",1,7,"[8, 2, 4]","[3, 9, 10, 25]","[5, 6, 37, 11, 12, 47, 26, 27]","[2, 8]","[3, 4, 9, 10]","[5, 6, 37, 11, 12, 47, 25]",[4],"[25, 2]","[3, 26, 27]","[16, 1, 2, 4, 7]"
ligand-199-n-o-40,11,12,16,"[15, 14, 13]","[19, 18, 17]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[33, 36, 6, 7, 24, 25, 26, 31]",[21],"[20, 23]","[36, 22, 26]","[3, 20]","[4, 5, 21, 22]","[33, 6, 7, 23, 24, 25, 31]","[11, 2, 21, 20, 1]"
ligand-200-n-o-41,11,16,12,"[18, 19, 17]","[14, 15, 13]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[6, 7, 41, 52, 24, 25, 26, 31]",[21],"[20, 23]","[52, 22, 26]","[3, 20]","[4, 5, 21, 22]","[6, 7, 41, 23, 24, 25, 31]","[11, 2, 21, 20, 1]"
ligand-201-n-o-42,11,16,12,"[19, 18, 17]","[14, 15, 13]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[33, 6, 7, 46, 24, 25, 26, 31]",[21],"[20, 23]","[33, 22, 26]","[3, 20]","[4, 5, 21, 22]","[6, 7, 46, 23, 24, 25, 31]","[11, 2, 21, 20, 1]"
ligand-202-n-o-43,11,16,12,"[19, 18, 17]","[14, 15, 13]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[33, 6, 7, 46, 24, 25, 26, 31]",[21],"[20, 23]","[33, 22, 26]","[3, 20]","[4, 5, 21, 22]","[6, 7, 46, 23, 24, 25, 31]","[11, 2, 21, 20, 1]"
ligand-203-n-o-44,11,16,12,"[19, 18, 17]","[15, 14, 13]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[32, 33, 6, 7, 44, 24, 25, 26]",[21],"[20, 23]","[32, 22, 26]","[3, 20]","[4, 5, 21, 22]","[33, 6, 7, 44, 23, 24, 25]","[11, 2, 21, 20, 1]"
ligand-204-n-o-45,11,12,16,"[15, 14, 13]","[19, 18, 17]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[32, 33, 34, 6, 7, 24, 25, 26]",[21],"[20, 23]","[32, 22, 26]","[3, 20]","[4, 5, 21, 22]","[33, 34, 6, 7, 23, 24, 25]","[11, 2, 21, 20, 1]"
ligand-205-n-o-46,11,12,16,"[15, 14, 13]","[19, 18, 17]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[32, 33, 34, 6, 7, 24, 25, 26]",[21],"[20, 23]","[32, 22, 26]","[3, 20]","[4, 5, 21, 22]","[33, 34, 6, 7, 23, 24, 25]","[11, 2, 21, 20, 1]"
ligand-206-n-o-47,9,14,10,"[17, 16, 15]","[13, 12, 11]",2,1,"[19, 18, 3]","[4, 5, 20, 21]","[34, 6, 7, 22, 23, 24, 29, 30]",[19],"[18, 21]","[20, 24, 29]","[3, 18]","[4, 5, 19, 20]","[34, 6, 7, 21, 22, 23, 30]","[9, 2, 19, 18, 1]"
ligand-207-n-o-48,9,10,14,"[12, 13, 11]","[16, 17, 15]",2,1,"[19, 18, 3]","[4, 5, 20, 21]","[34, 6, 7, 22, 23, 24, 29, 30]",[19],"[18, 21]","[20, 24, 29]","[3, 18]","[4, 5, 19, 20]","[34, 6, 7, 21, 22, 23, 30]","[9, 2, 19, 18, 1]"
ligand-208-n-o-49,9,14,10,"[17, 16, 15]","[13, 12, 11]",2,1,"[19, 18, 3]","[4, 5, 20, 21]","[37, 6, 7, 22, 23, 24, 29, 30]",[19],"[18, 21]","[20, 24, 29]","[3, 18]","[4, 5, 19, 20]","[37, 6, 7, 21, 22, 23, 30]","[9, 2, 19, 18, 1]"
ligand-209-n-o-50,42,47,43,"[48, 50, 49]","[46, 45, 44]",12,1,"[2, 51, 13]","[3, 7, 14, 15, 52]","[32, 4, 8, 10, 16, 17, 53, 22, 54, 55]",[51],"[3, 7]","[2, 4, 8, 10]","[2, 13]","[3, 14, 15, 52]","[32, 4, 16, 17, 51, 53, 22, 54, 55]","[42, 12, 51, 3, 2, 1]"
ligand-210-n-o-51,42,47,43,"[48, 50, 49]","[46, 45, 44]",12,1,"[2, 51, 13]","[3, 7, 14, 15, 52]","[32, 4, 8, 10, 16, 17, 22]",[51],"[3, 7]","[2, 4, 8, 10]","[2, 13]","[3, 14, 15, 52]","[32, 4, 16, 17, 51, 22]","[42, 12, 51, 3, 2, 1]"
ligand-211-n-o-52,37,42,38,"[43, 45, 44]","[41, 40, 39]",7,1,"[8, 2, 46]","[3, 6, 9, 10, 47]","[4, 11, 12, 48, 17, 51, 27]",[46],"[3, 6]","[2, 4, 48, 51]","[2, 8]","[3, 9, 10, 47]","[4, 11, 12, 46, 17, 27]","[37, 7, 46, 3, 2, 1]"
ligand-212-n-o-53,41,46,42,"[49, 47, 48]","[45, 44, 43]",11,1,"[2, 12, 50]","[3, 7, 13, 14, 51]","[4, 8, 15, 16, 52, 21, 31]",[50],"[3, 7]","[2, 4, 8, 52]","[2, 12]","[3, 13, 14, 51]","[4, 15, 16, 50, 21, 31]","[41, 11, 50, 3, 2, 1]"
ligand-213-n-o-54,40,45,41,"[46, 48, 47]","[44, 43, 42]",10,1,"[49, 2, 11]","[3, 7, 12, 13, 50]","[4, 8, 14, 15, 51, 20, 30]",[49],"[3, 7]","[2, 4, 8, 51]","[2, 11]","[3, 12, 13, 50]","[4, 14, 15, 49, 20, 30]","[40, 10, 49, 3, 2, 1]"
ligand-214-n-o-55,40,45,41,"[46, 48, 47]","[44, 43, 42]",1,10,"[49, 2, 11]","[3, 7, 12, 13, 50]","[4, 8, 14, 15, 51, 20, 30]","[2, 11]","[3, 12, 13, 50]","[4, 14, 15, 49, 20, 30]",[49],"[3, 7]","[2, 4, 8, 51]","[40, 1, 2, 3, 49, 10]"
ligand-215-n-o-56,43,48,44,"[51, 49, 50]","[47, 46, 45]",1,13,"[2, 6, 14]","[3, 4, 9, 15, 16]","[33, 5, 10, 17, 18, 52, 23]","[2, 14]","[3, 4, 15, 16]","[33, 5, 6, 17, 18, 23]",[6],"[9, 4]","[2, 5, 10, 52]","[43, 1, 2, 4, 6, 13]"
ligand-216-n-o-57,43,48,44,"[51, 50, 49]","[47, 46, 45]",1,13,"[2, 6, 14]","[3, 4, 9, 15, 16]","[33, 5, 10, 17, 18, 52, 23]","[2, 14]","[3, 4, 15, 16]","[33, 5, 6, 17, 18, 23]",[6],"[9, 4]","[2, 5, 10, 52]","[43, 1, 2, 4, 6, 13]"
ligand-217-n-o-58,43,48,44,"[49, 51, 50]","[47, 46, 45]",1,13,"[2, 6, 14]","[3, 4, 9, 15, 16]","[33, 5, 10, 17, 18, 52, 23]","[2, 14]","[3, 4, 15, 16]","[33, 5, 6, 17, 18, 23]",[6],"[9, 4]","[2, 5, 10, 52]","[43, 1, 2, 4, 6, 13]"
ligand-218-n-o-59,42,47,43,"[48, 50, 49]","[46, 45, 44]",1,12,"[2, 13, 6]","[3, 4, 9, 14, 15]","[32, 5, 10, 16, 17, 51, 22]","[2, 13]","[3, 4, 14, 15]","[32, 5, 6, 16, 17, 22]",[6],"[9, 4]","[2, 5, 10, 51]","[42, 1, 2, 4, 6, 12]"
ligand-219-n-o-60,14,19,15,"[20, 22, 21]","[18, 17, 16]",1,13,"[2, 36, 6]","[3, 4, 37, 38, 9]","[5, 39, 40, 41, 74, 10, 23]","[2, 36]","[3, 4, 37, 38]","[5, 6, 39, 40, 41, 74]",[6],"[9, 4]","[2, 5, 10, 23]","[14, 1, 2, 4, 6, 13]"
ligand-220-n-o-61,14,19,15,"[22, 20, 21]","[18, 17, 16]",1,13,"[2, 36, 6]","[3, 4, 37, 38, 9]","[5, 39, 40, 41, 74, 10, 23]","[2, 36]","[3, 4, 37, 38]","[5, 6, 39, 40, 41, 74]",[6],"[9, 4]","[2, 5, 10, 23]","[14, 1, 2, 4, 6, 13]"
ligand-221-n-o-62,14,19,15,"[22, 20, 21]","[18, 17, 16]",1,13,"[2, 36, 6]","[3, 4, 37, 38, 9]","[5, 39, 40, 41, 74, 10, 23]","[2, 36]","[3, 4, 37, 38]","[5, 6, 39, 40, 41, 74]",[6],"[9, 4]","[2, 5, 10, 23]","[14, 1, 2, 4, 6, 13]"
ligand-222-n-o-63,14,19,15,"[22, 20, 21]","[18, 17, 16]",1,13,"[2, 36, 6]","[3, 4, 37, 38, 9]","[5, 39, 40, 41, 74, 10, 23]","[2, 36]","[3, 4, 37, 38]","[5, 6, 39, 40, 41, 74]",[6],"[9, 4]","[2, 5, 10, 23]","[14, 1, 2, 4, 6, 13]"
ligand-223-n-o-64,42,47,43,"[48, 50, 49]","[46, 45, 44]",1,12,"[2, 13, 6]","[3, 4, 9, 14, 15]","[32, 5, 10, 16, 17, 52, 22]","[2, 13]","[3, 4, 14, 15]","[32, 5, 6, 16, 17, 22]",[6],"[9, 4]","[2, 5, 10, 52]","[42, 1, 2, 4, 6, 12]"
ligand-224-n-o-65,41,46,42,"[49, 48, 47]","[45, 44, 43]",1,12,"[2, 13, 6]","[3, 4, 9, 14, 15]","[5, 10, 16, 17, 50, 21, 31]","[2, 13]","[3, 4, 14, 15]","[5, 6, 16, 17, 21, 31]",[6],"[9, 4]","[2, 5, 10, 50]","[41, 1, 2, 4, 6, 12]"
ligand-225-n-o-66,41,46,42,"[49, 48, 47]","[44, 45, 43]",1,12,"[2, 13, 6]","[3, 4, 9, 14, 15]","[5, 10, 16, 17, 50, 21, 31]","[2, 13]","[3, 4, 14, 15]","[5, 6, 16, 17, 21, 31]",[6],"[9, 4]","[2, 5, 10, 50]","[41, 1, 2, 4, 6, 12]"
ligand-226-n-o-67,21,26,22,"[29, 28, 27]","[25, 23, 24]",1,12,"[2, 13, 6]","[3, 4, 9, 14, 15]","[5, 10, 16, 17, 50, 54, 30]","[2, 13]","[3, 4, 14, 15]","[5, 6, 16, 17, 50, 54]",[6],"[9, 4]","[2, 5, 10, 30]","[21, 1, 2, 4, 6, 12]"
ligand-227-n-o-68,21,26,22,"[29, 28, 27]","[24, 25, 23]",1,12,"[2, 13, 6]","[3, 4, 9, 14, 15]","[5, 38, 40, 10, 42, 16, 17]","[2, 13]","[3, 4, 14, 15]","[5, 6, 38, 40, 16, 17]",[6],"[9, 4]","[2, 5, 10, 42]","[21, 1, 2, 4, 6, 12]"
ligand-228-n-o-69,21,26,22,"[28, 29, 27]","[25, 24, 23]",1,12,"[2, 13, 6]","[3, 4, 9, 14, 15]","[5, 38, 40, 10, 16, 17, 58]","[2, 13]","[3, 4, 14, 15]","[5, 6, 38, 40, 16, 17]",[6],"[9, 4]","[2, 5, 10, 58]","[21, 1, 2, 4, 6, 12]"
ligand-229-n-o-71,12,17,13,"[19, 20, 18]","[16, 15, 14]",3,1,"[2, 4, 21]","[5, 6, 22, 23, 31]","[32, 7, 8, 42, 24, 25, 26]",[2],"[22, 31]","[24, 21]","[4, 21]","[5, 6, 22, 23]","[32, 2, 7, 8, 42, 24, 25, 26]","[12, 3, 2, 22, 21, 1]"
